Numr Boletim Ocorrencia,Narrativa,Natureza Ocorrencia,Desc Forma,Municipio,Bairro,Tipo Logradouro,Logradouro,Logr Numero,Logr Complemento,Ano Fato,Mes Fato,Dia Fato,Data Fato,Hora Minuto Fato,Qtde BO
2016.154781,"NARRA A COMUNICANTE QUE DIA 08/05/2016 RECEBEU UMA MENSAGEM DE UMA COLEGA POR VOLTA DAS 15:51 DA TARDE, COMUNICANDO QUE AO ENTRAR NA UNIDADE DO PSF DE IBIRAPUERA, PERCEBEU QUE TUDO ESTAVA DESORGANIZADO, QUE AO CHEGAR NA COZINHA, DEU POR FALTA DE UM BOTIJÃO DE GÁS. O INDIVIDUO ENTROU PELA JANELA DA SALA DE ESTERILIZAÇÃO DA ODONTO. NA RECEPÇÃO HÁ CÂMERAS, QUE SERÃO SOLICITADAS PELA COMUNICANTE.",FURTO,CONSUMADO,SINOP,IBIRAPUERA,AVENIDA,JOAQUIM SOCREPA,NI,NI,2016,05,08,5/8/2016,15:51:00,1
2016.154805,"NARRA A COMUNICANTE QUE NA DATA SEU FILHO, A VÍTIMA, ESTAVA EM UMA CONVENIENCIA DE UM POSTO DE GASOLINA, QUANDO DISCUTIU COM UM RAPAZ POR CAUSA DE UMA CADEIRA DA CONVENIENCIA, ONDE UM RAPAZ QUERIA PEGAR A CADEIRA E A VÍTIMA NÃO DEIXOU POIS ALI ESTAVA SENTADOS DOIS AMIGOS SEUS. QUE QUANDO A VÍTIMA ESTAVA INDO EMBORA PARA SUA CASA, A VÍTIMA E SEUS DOIS COLEGAS FORAM ABORDADOS POR DOIS RAPAZES EM UMA MOTO, SENDO QUE OS SUSPEITOS TENTARAM EFETUAR UM PRIMEIRO DISPARO CONTRA A VÍTIMA, MAS A ARMA FALHOU. NESSE MOMENTO, OS COLEGAS DA VÍTIMA CORRERAM E A VÍTIMA DERRUBOU OS SUSPEITOS DA MOTO E CORREU EM SEGUIDA. QUE OS SUSPEITOS SUBIRAM NOVAMENTE NA MOTO E SEGUIRAM A VÍTIMA, ATINGINDO-A COM QUATRO DISPAROS DE ARMA DE FOGO, SENDO QUE UM DOS DISPAROS VEIO A ATINGIR A CABEÇA DA VÍTIMA, A VÍTIMA FOI SOCORRIDA PELO CORPO DE BOMBEIROS E ENCAMINHADA AO PRONTO ATENDIMENTO DO HOSPITAL REGIONAL DESTA CIDADE PARA ATENDIMENTO. OS SUSPEITO FUGIRAM APÓS O CRIME, NÃO SENDO LOCALIZADOS.",HOMICÍDIO DOLOSO,TENTADO,SINOP,SAO CRISTOVAO,ESTRADA,JACINTA,NI,NI,2016,05,07,5/7/2016,05:30:00,1
2016.154849,"NARRA A VÍTIMA QUE NA DATA DE 09/05/2016 POR VOLTA DAS 06:50 HR DA MANHÃ, ANDAVA DE BICICLETA POR UMA RUA PRÓXIMA A RUA DAS VIOLETAS, QUANDO UM INDIVÍDUO EM UMA MOTO COR PRETA, PUXOU A BOLSA DA VÍTIMA E A EMPURROU, FUGINDO SENTIDO VIOLETAS. A VÍTIMA INFORMA QUE O SUJEITO VESTIA UMA CAMISA DE MANGA BRANCA COM DETALHES AZUIS E CALÇA JEANS, CAPACETE COR PRETO.",ROUBO,CONSUMADO,SINOP,CENTRO,RUA,DAS VIOLETAS,NI,NI,2016,05,09,5/9/2016,06:50:00,1
2016.155143,"COMPARECEU A ESTA DELEGACIA DE POLICIA CIVIL A COMUNICANTE NOTICIANDO QUE FOI VITIMA DE ROUBO, ONDE A MESMA ESTAVA DE BICICLETA NA AVENIDA DOS INGAS QUANDO FOI ABORDADA POR UM HOMEM EM UMA MOTOCICLETA FAN COR PRETA ONDE PUXOU SUA BOLSA, QUE A MESMA RECUPEROU A BOLSA NO FINAL DA AVENIDA DAS ITAUBAS NA DATA 08/05/16 FALTANDO APENAS O VALOR EM DINHEIRO.SENDO DA COMUNICANTE A INTEIRA RESPONSABILIDADE CIVIL E CRIMINAL O FATO AQUI NARRADO.",ROUBO,CONSUMADO,SINOP,JARDIM IMPERIAL,AVENIDA,DOS INGAS,NI,NI,2016,05,07,5/7/2016,17:30:00,1
2016.155172,"COMPARECEU A ESTA DELEGACIA DE POLICIA CIVIL O COMUNICANTE NOTICIANDO QUE FOI VITIMA DE ROUBO, QUE O MESMO ESTAVA NA PRAÇA DE BIBLIA, QUANDO DOIS ELEMENTOS EM UMA MOTO XRE OU BROS ANUNCIARAM O ROUBO, QUE FOI LEVADO DA VITIMA UM CELULAR J5 COR BRANCA, SENDO DO COMUNICANTE A INTEIRA RESPONSABILIDADE CIVIL E CRIMINAL O FATO AQUI NARRADO.",ROUBO,CONSUMADO,SINOP,CENTRO,NI,NAO INFORMADO,NI,NI,2016,05,07,5/7/2016,23:20:00,1
2016.155841,"ESTACIONEI O VEÍCULO NO ESTACIONAMENTO DO CANTEIRO CENTRAL DA AV. TARUMÃS E FUI ALMOÇAR, E QUANDO RETORNEI DEI POR FALTA 02 PASTAS QUE ESTAVA NO BANCO DE TRÁS, ACREDITO QUE NÃO TENHA TRAVADO O VEÍCULO QUANDO SAI, FACILITANDO A ABERTURA DO MESMO.",FURTO,CONSUMADO,SINOP,CENTRO,AVENIDA,AV DOS TARUMAS,464,NI,2016,05,06,5/6/2016,12:00:00,1
2016.155953,"ESTA GUPM DE RONDA ESCOLAR FOI INFORMADA, ATRAVÉS DE UMA DENÚNCIA ANÔNIMA, DE QUE NA FRENTE DA ESCOLA ZENI VIEIRA, O MENOR SUPRA CITADO, SE ENCONTRAVA EM ATITUDE SUSPEITA E ESTARIA FAZENDO COMERCIO DE ENTORPECENTES. ESTA GUPM AO CHEGAR NO LOCAL E AVISTÁ-LO, O MESMO TENTOU EMPREENDER FUGA, PORÉM, SEM ÊXITO, SENDO ABORDADO E REVISTADO E ENCONTRADO 05 (CINCO) TROUXINHAS DE SUBSTÂNCIA ANÁLOGO A MACONHA E INDAGADO SE ELE SERIA ALUNO DA ESCOLA, RESPONDEU QUE NÃO, QUE SERIA ALUNO DA ESCOLA ÊNIO PIPINO E QUE ESTUDA NO TURNO DA MANHÃ NA REFERIDA ESCOLA, ELE RELATOU TAMBÉM QUE ESTARIA COM A DROGA PARA VENDER Á ALUNOS DO COLÉGIO. ESSE MESMO MENOR JÁ HAVIA SIDO ABORDADO ANTERIORMENTE POR OUTRA GUARNIÇÃO DESTA RONDA ESCOLAR NA FRENTE DA MESMA ESCOLA, PORÉM, NA OCASIÃO NÃO FOI ENCONTRADO NADA COM O MESMO, NO ENTANTO, POPULARES QUE ESTAVAM PERTO DO LOCAL DA ABORDAGEM RELATARAM QUE O MENOR APÓS A GUARNIÇÃO SAIR PROFERIU PALAVRAS DE AMEAÇAS CONTRA GUARNIÇÃO QUE ESTAVA DE SERVIÇO NO DIA (CB CLEY E SD HELITO) E TAMBÉM CONTRA ALUNOS DA ESCOLA. CONFECCIONADO O PRESENTE BOLETIM E ENCAMINHADO PARA A DELPOL JUNTAMENTE COM O ENVOLVIDO, SEM LESÕES CORPORAIS, PARA PROVIDENCIAS QUE O CASO REQUER ",TRÁFICO ILÍCITO DE DROGAS,CONSUMADO,SINOP,IBIRAPUERA,RUA,IPIRANGA,S/N,NI,2016,05,09,5/9/2016,17:10:00,1
2016.156087,"EM RONDAS PELO BAIRRO RESIDENCIAL DELTA A PEDIDO DOS MORADORES DAQUELA REGIÃO, MAIS PRECISAMENTE NA ""PRACINHA"" GRUPO CAR REALIZA A ABORDAGEM E LOCALIZA UMA PEQUENA PORÇÃO DE UMA SUBSTÂNCIA ANÁLOGA A MACONHA NA CARTEIRA DO ACUSADO ""ADRIANO"", SENDO QUE APÓS CONVERSA COM OS TRÊS ENVOLVIDOS, TODOS AFIRMARAM QUE ESTARIAM ALÍ PARA FAZER USO DE ENTORPECENTES. EM REVISTA MINUCIOSA NAS IMEDIAÇÕES, FOI LOCALIZADO VÁRIAS OUTRAS PORÇÕES DO REFERIDO ENTORPECENTES ESCONDIDOS PRÓXIMOS A RAMOS DE MATO. ENQUANTO A GU PM CAR REALIZA ABORDAGENS, O CELULAR DO ACUSADO ""KAIQUE"" E DO MENOR INFRATOR ""ADRIANO"" TOCOU VÁRIAS VEZES, ONDE PESSOAS PEDIAM DROGAS EM AMBOS OS CELULARES, SENDO QUE OLHANDO AS MENSAGENS DO CELULAR DE AMBOS TAMBÉM EXISTE MENSAGENS DE PEDIDOS DE ENTORPECENTES. DESLOCAMOS PARA A CONFECÇÃO DO BO, SENDO QUE AS LIGAÇÕES CONTINUARAM DE PESSOAS PEDINDO DROGAS. OS TRÊS ACUSADOS FORAM CONDUZIDOS PARA DEL. POL. MUNICIPAL SEM LESÕES CORPORAIS PARA PROVIDÊNCIAS DA LEI. LAVRA E REGISTRA-SE.",TRÁFICO ILÍCITO DE DROGAS,CONSUMADO,SINOP,RESIDENCIAL DELTA,RUA,10,NI,PRAÇINHA DO RESIDENCIAL DELTA,2016,05,09,5/9/2016,19:00:00,1
2016.156283,"NARRA A COMUNICANTE QUE É ZELADORA DA UBS VIOLETAS, E QUE AO CHEGAR NO LOCAL DO FATO PERCEBEU QUE A JANELA DA SALA DE MEDICAÇÃO ESTAVA ARROMBADA E QUE HAVIAM LEVADO UM BOTIJÃO DE GÁS, MATERIAIS DE LIMPEZA.",FURTO,CONSUMADO,SINOP,JARDIM DAS VIOLETAS,RUA,DAS CANELAS,NI,NI,2016,05,10,5/10/2016,05:30:00,1
2016.156415,"RELATA, A COMUNICANTE QUE ESTAVA EM TRANSITO PARA O TRABALHO E ESTAVA DE BICICLETA. SALIENTA, QUE FOI ABORDADA POR UM ELEMENTO QUE ESTAVA COM UMA MOTOCICLETA DE COR PRETA( TITAN). DECLINA,QUE A MATERIALIDADE ESTAVA DENTRO DO CESTÃO DA BICICLETA E FOI SUBTRAÍDO SEM VIOLÊNCIA E SEM GRAVE AMEAÇA.",FURTO,CONSUMADO,SINOP,VITÓRIA RÉGIA,AVENIDA,ANDRÉ MAGGI,NI,NI,2016,05,10,5/10/2016,07:30:00,1
2016.156472,"NARRA A COMUNICANTE QUE ESTAVA TRABALHANDO E DEIXOU O CARRO NO ESTACIONAMENTO DA EMPRESA (ESCRITÓRIO DE ARQUITETURA JULIANA BENATI), E QUANDO SAIU PARA IR EMBORA PERCEBEU QUE O VIDRO DO LADO DO CARONA ESTAVA QUEBRADO, DANDO FALTA DA BOLSA QUE CONTINHA TODOS OS SEUS DOCUMENTOS E CEM REAIS EM DINHEIRO.",FURTO,CONSUMADO,SINOP,SETOR COMERCIAL,AVENIDA,DAS EMBAÚBAS,2512,NI,2016,05,09,5/9/2016,17:40:00,1
2016.156483,"NARRA A VITIMA QUE NA DATA DO FATO ESTAVA TRAFEGANDO NA RUA DAS VIOLETAS NO JARDIM DAS PALMEIRAS, DE BICICLETA QUANDO UM RAPAZ DE MOTO DE COR PRETA VEIO POR TRÁS DA VITIMA E PUXOU A BOLSA DA VITIMA, MAS COMO A BOLSA ESTAVA AMARADA NA BICICLETA O MESMO SAIU PUXANDO A VITIMA ATÉ UM CERTO PONTO E CONSEGUIU LEVAR A BOLSA DA VITIMA, E DEIXANDO A VITIMA CAÍDA NO CHÃO COM VAIS LESÕES.",FURTO,CONSUMADO,SINOP,JARDIM PALMEIRAS,RUA,VIOLETAS,NI,NI,2016,05,10,5/10/2016,06:30:00,1
2016.156517,"NARRA O COMUNICANTE QUE DEIXOU O SEU CAMINHÃO ESTACIONADO PRÓXIMO A SUA CASA, E AO SAIR PARA TRABALHAR PERCEBEU QUE A CAIXA DA BATERIA ESTAVA VAZIA, E QUE AS DUAS BATERIAS HAVIAM SIDO FURTADAS.",FURTO,CONSUMADO,SINOP,BELO RAMO,RUA,CENTRO OESTE,S/N,NI,2016,05,10,5/10/2016,04:30:00,1
2016.156558,"NARRA A VITIMA QUE NA DATA DO FATO ESTAVA DE BICICLETA NA AVENIDA DO TELES PIRES, QUANDO UMA RAPAZ DE MOTO DE COR PRETA ENCOSTOU PERTO DA VITIMA E PUXOU SUA BOLSA DO CESTÃO E SAIU SENTIDO MARIA VIDILINA.",FURTO,CONSUMADO,SINOP,MARIA VIDILINA I,RUA,TELES PIRES,NI,NI,2016,05,09,5/9/2016,19:00:00,1
2016.156596,"NARRA A VITIMA QUE NA DATA DO FATO ESTAVA TRAFEGANDO COM SUA BICICLETA NO JARDIM BOTÂNICO, QUANDO UM RAPAZ DE MOTO DE COR VERMELHA ENCOSTOU PERTO DA VITIMA E PUXOU SUA BOLSA DO CESTÃO DA BICICLETA E SAIU EM DIREÇÃO, AVENIDA DAS TARUMÁS.",FURTO,CONSUMADO,SINOP,JARDIM BOTANICO,NI,NAO INFORMADO,NI,NI,2016,05,10,5/10/2016,07:08:00,1
2016.156866,"O COMUNICANTE QUE NA DATA DO FATO A COZINHEIRA DO CRAS PAULISTA, PERCEBEU QUE O ALARE TINHA SIDO DISPARADO E COMO ELE NÃO TINHA NOTADO NADA DESARMO,E QUANDO O COMUNICANTE CHEGOU PERCEBEU QUE O FURTO TINHA SIDO NA SALA DA COORDENAÇÃO ARROMBANDO A JANELA E MUTUANDO OS COMPUTADORES DA SALA E REVIRAM TODA A SALA, MAS NÃO OBTEVE ÊXITOS LEVARAM SOMENTE UM RELÓGIO DA VITIMA QUE E USO PESSOAL QUE FICA NA GAVETA EM UMA CAIXA QUE FICA OS PONTOS DE ENTRADA E SAÍDA DOS FUNCIONÁRIO.O COMUNICANTE RELATA QUE NÃO E PRIMEIRA VEZ QUE O CRAS E VITIMA DE FURTO.",FURTO,CONSUMADO,SINOP,JARDIM PAULISTA,RUA,ACLIMAÇÃO,761,NI,2016,05,10,5/10/2016,07:30:00,1
2016.156878,"UM CASAL EM UMA MOTO BROS PRETA, COM AS SEGUINTES CARACTERÍSTICAS, MULHER DE ALTURA MEDIANA, MORENA, COM 35 ANOS EM MÉDIA, MAGRA, VESTIA SHORTS JEANS E BLUSA BRANCA COM DETALHES DE FLOR VERMELHA, CABELOS PRETOS NA ALTURA DO OMBRO JUNTO COM UM HOMEM ALTO, MAGRO, CABELOS PRETOS E CURTOS, VESTIA CAMISETA PRETA E CALÇA JEANS, CHEGARAM A RESIDÊNCIA E BATERAM PALMAS E COMO NINGUÉM OS ATENDEU, ENTRARAM PELO PORTÃO DA FRENTE COMO SE FOSSE CONHECIDOS DOS MORADORES DA CASA, QUEBRARAM A JANELA DA DISPENSA E LEVARAM UM BOTIJÃO VAZIO NO VALOR DE R$ 200,00 E UMA MÁQUINA, TIPO TICO TICO DE CORTAR MADEIRA, NO VALOR DE R$ 500,00, SENDO QUE O VIZINHO OUVIU O BARULHO E LIGOU PARA OS DONOS DA CASA, NO ENTANTO, QUANDO CHEGARAM A RESIDENCIA O CASAL JÁ TINHA IDO EMBORA COM OS OBJETOS FURTADOS.",FURTO,CONSUMADO,SINOP,JARDIM CONQUISTA,RUA,A,63,QUADRA 08,2016,05,10,5/10/2016,07:18:00,1
2016.156901,"NARRA A VITIMA QUE NA DATA DO FATO ESTAVA DORMINDO EM SUA CASA, E PELA MANHA AO ACORDA PARA IR AO TRABALHO PERCEBEU QUE SEU CELULAR TINHA SIDO E FURTADO E QUE A PESSOA TINHA ENTRADO COM A CAVE DA CASA DA VITIMA DE UMA SUPOSTA INCLINA QUE RESIDIA NA CASA, E QUE A MESMA NÃO DEVOLVEU A CHAVE.",FURTO,CONSUMADO,SINOP,JARDIM DAS VIOLETAS,RUA,NÃO ESPECIFICADO,NI,NI,2016,05,10,5/10/2016,06:00:00,1
2016.157025,"ESTAVA SENDO ATENDIDO DENTRO DA AGENCIA. FUI NA AGENCIA PARA DESBLOQUEAR MINHA CHAVE DE SEGURANÇA PARA SACAR DINHEIRO. ESPEREI NA FILA, E QUANDO CHEGOU MINHA VEZ O FUNCIONÁRIO SOLICITOU MEU CARTÃO E MEU CELULAR PARA REALIZAR O PROCEDIMENTO. CONTUDO COMO MEU CELULAR ESTAVA DEMORANDO PARA REGISTRAR A CHAVE DE SEGURANÇA, ENTÃO O FUNCIONÁRIO COMEÇOU A ATENDER OS OUTROS QUE ESTAVAM ATRÁS DE MIM, SEM TER TERMINADO DE ME ATENDER. OCORRE QUE MEU CARTÃO DE DEBITO QUE ESTAVA EM CIMA DA MESA DELE, EM POSSE E RESPONSABILIDADE DELE, ACABOU SENDO FURTADO, POIS ELE COMEÇOU A ATENDER OS DEMAIS CLIENTES (SEM TER CONCLUÍDO MEU ATENDIMENTO) E NISSO MEU CARTÃO SUMIU. ISSO TUDO OCORREU DENTRO DA AGENCIA.",FURTO,CONSUMADO,SINOP,CENTRO,AVENIDA,AV GOVERNADOR JULIO CAMPOS,NI,NI,2016,05,10,5/10/2016,09:30:00,1
2016.157058,"RELATA, O COMUNICANTE QUE POSSUI UM CAMINHÃO DE TRANSPORTE QUE FICA EM FRENTE DE SUA RESIDENCIA. DECLINA, QUE DURANTE A MADRUGADA, FOI QUEBRADO UMA JANELA DO REFERIDO CAMINHÃO, DE ONDE, FOI SUBTRAÍDO AQUILO QUE CONSTA NO ITEM MATERIAL.",FURTO,CONSUMADO,SINOP,JARDIM PARAÍSO,AVENIDA,FLAMBOYANTS,NI,NI,2016,05,10,5/10/2016,03:00:00,1
2016.157111,"RELATA, O FURTO DOS PASSAROS EM SUA RESIDENCIA.",FURTO,CONSUMADO,SINOP,RECANTO DOS PASSAROS,RUA,PAVÕES,773,NI,2016,05,05,5/5/2016,NI,1
2016.157249,"NARRA O COMUNICANTE QUE SUA ESPOSA ESTACIONOU SEU CARRO PALIO PRATA PLACA EDV-5383 PLACA DE FRANCA SÃO PAULO, O CARRO FICOU ESTACIONADO APROXIMADAMENTE POR 2 HORAS EM FRENTE A SINDUSMAD, AO RETORNAR O CARRO HAVIA SIDO FURTADO.",FURTO,CONSUMADO,SINOP,CENTRO,AVENIDA,DAS EMBAUBAS,NI,NI,2016,05,10,5/10/2016,21:00:00,1
2016.157345,NARRA O COMUNICANTE QUE NESTA DATA TEVE SEU APARELHO MEDIDOR DE ENERGIA FURTADO.CONFORME UNIDADE CONSUMIDORA NUMERO 6/955667-1.,FURTO,CONSUMADO,SINOP,JARDIM DAS VIOLETAS,RUA,DAS BEGONIAS,239,NI,2016,05,10,5/10/2016,NI,1
2016.157497,"ESTA EQUIPE DA RONDA ESCOLAR FOI ACIONADA PELA DIREÇÃO DA ESCOLA ZENI VIEIRA DANDO CONTA QUE HAVIA ALGUNS JOVENS FAZENDO USO DE ENTORPECENTES NO BANHEIRO DA ESCOLA, DESLOCAMOS ATÉ O LOCAL E UM DOS MENORES POR NOME DE LUCAS FOI VISTO TAMBÉM DENTRO DO BANHEIRO E COM ELE FORA ENCONTRADO UMA PORÇÃO DE SUBSTANCIA ANÁLOGA A MACONHA, LOGO EM ENTREVISTA COM O MESMO ELE RELATOU QUE MAIS QUATRO MENORES TAMBÉM ESTAVAM JUNTO COM ELE. CONSEGUIMOS LOCALIZAR AS SALAS QUE ELES ESTUDAVAM E EM BUSCA PESSOAL NOS REFERIDOS FORAM ENCONTRADOS COM O MENOR VITOR HUGO DUAS PORÇÕES, COM O MENOR DEIVID MAIS DUAS, COM O MENOR GABRIEL UMA PORÇÃO E COM O MENOR RUAN UMA PORÇÃO, TODAS DE SUBSTANCIA ANÁLOGA A MACONHA. DIANTE DA SITUAÇÃO TODOS MENORES JUNTAMENTE COM O ENTORPECENTE FORAM ENCAMINHADOS PARA DEL. POL. SEM LESÕES CORPORAIS PARA PROVIDENCIAS CABÍVEIS.",USO ILÍCITO DE DROGAS,CONSUMADO,SINOP,JARDIM IBIRAPUERA,RUA,IPIRANGA,S/N,NI,2016,05,10,5/10/2016,16:00:00,1
2016.157544,"INFORMA A COMUNICANTE QUE É PROPRIETÁRIA DO RESTAURANTE CITI BEER NESTA CIDADE,QUE NESTA DATA DEIXOU SUA BOLSA ATRAS DO BALCAO DE SEU RESTAURANTE POR UM PERÍODO DE APROXIMADAMENTE TRÊS MINUTOS ,PARA LEVAR UMA MARMITEX NO PRÉDIO AO LADO,QUANDO RETORNOU SUA BOLSA HAVIA SIDO FURTADA.QUE EM SEU INTERIOR CONTINHA OS SEGUINTES OBJETOS. RS 1.500 EM DINHEIRO,01 ÓCULOS RAIBAM,SUA CNH,UMA FOLHA DE CHEQUE DA CAIXA ECONÔMICA EM BRANCO,EM NOME DE DENILSON TOHI.",FURTO,CONSUMADO,SINOP,CENTRO,AVENIDA,DAS ACACIAS,927,NI,2016,05,10,5/10/2016,NI,1
2016.157565,"RELATA, A COMUNICANTE QUE ESTEVE AUSENTE DE CASA E QUE AO REGRESSAR ENCONTROU A RESIDENCIA TODA DANIFICADA. SALIENTA, QUE JANELAS FORAM DANIFICADAS E QUE DO INTERIOR DA RESIDENCIA FOI SUBTRAÍDO AQUILO QUE CONSTA NO ITEM MATERIAL.SALIENTA, QUE NÃO SABE AQUILO QUE FOI SUBTRAIDO.",FURTO,CONSUMADO,SINOP,JOSE ADRIANO LEITÃO,RUA,QUADRA 23-LOTE 13,NI,NI,2016,05,10,5/10/2016,17:00:00,1
2016.157771,"ESTA GUPM FOI SOLICITADA PARA ATENDER UMA OCORRÊNCIA DE ROUBO, ONDE A VITIMA RELATAVA QUE DOIS ELEMENTOS TERIAM ENTRADO NO ÔNIBUS COLETIVO DA EMPRESA ROSA E ANUNCIADO O ROUBO; QUE A VITIMA PERCEBEU QUE A ARMA QUE OS ACUSADOS ESTAVAM USANDO APARENTAVA SER UM SIMULACRO, INSTANTE EM QUE A VITIMA TENTOU REAGIR VINDO COM ISSO A TIRAR A PARTE SUPERIOR DO SIMULACRO (FERROLHO) MOMENTO EM QUE OS ACUSADOS TOMOU RUMO IGNORADO LEVANDO APENAS UM CELULAR DA MARCA SAMSUNG DA VITIMA. QUE ESTA GUARNIÇÃO DESLOCOU ATE O LOCAL DO ROUBO, ONDE ENCONTRAMOS A VITIMA ( AIRTON OLIVEIRA PEREIRA)QUE NOS RELATOU QUE CONHECE OS ACUSADOS, SENDO QUE AMBOS OS ACUSADOS MORAM NA RUA JESUÍTA NO BAIRRO JARDIM AMÉRICA, O JONIELSON NO LOTE 08 QUADRA 03 E O OUTRO CHAMADO ANDERSON ""VULGO ANDINHO"" MORA NO LOTE 11 QUADRA 09; QUE ESTA GUARNIÇÃO APÓS COLHER INFORMAÇÕES QUE LEVASSE AOS ACUSADOS EFETUOU RONDAS NAS PROXIMIDADES DO ENDEREÇO QUE NOS FOI PASSADO NA TENTATIVA DE LOCALIZAR OS ACUSADOS, MAS NÃO OBTIVEMOS ÊXITO. LAVRA-SE E REGISTRA",ROUBO,CONSUMADO,SINOP,JARDIM AMERICA,RUA,RUA COLONIZADOR JOÃO PEDRO MOREIRA DE CAVALHO,NI,NI,2016,05,10,5/10/2016,22:15:00,1
2016.157863,NARRA A COMUNICANTE QUE OS VIZINHOS VIRAM QUANDO UM VEICULO CORSA VERDE VIDRO FUME ENTROU EM SUA CASA E DE LA FURTARAM UMA TV 50 POLEGADAS.;QUE A CASA NÃO FOI ARROMBADA.,FURTO,CONSUMADO,SINOP,JARDIM IMPERIAL,RUA,ANGICOS,1058,NI,2016,05,10,5/10/2016,14:00:00,1
2016.157947,NARRA O COMUNICANTE QUE ARROMBARAM SUA RESIDENCIA DE ONDE LEVARAM SUA CARTEIRA COM DOCUMENTOS.,FURTO,CONSUMADO,SINOP,LOTEAMENTO NOVO HORIZONTE,RUA,ARCOIRIS,NI,NI,2016,05,10,5/10/2016,17:00:00,1
2016.158040,"COMPARECEU NESTA UNIDADE POLICIAL O COMUNICANTE INFORMANDO QUE VIAJOU PARA CIDADE DE CUIABÁ, E QUANDO RETORNOU PERCEBEU QUE ARROMBARAM A JANELA DE SUA RESIDENCIA E FURTARAM 01 SECADOR DE CABELO, 01 BALANÇA DIGITAL, NOTEBOOK DA MARCA LENOVO, MAQUINA DIGITAL SONY DE COR ROSA, RELÓGIO CÁSSIO.",FURTO,CONSUMADO,SINOP,JARDIM ITAUBAS,RUA,GIRASSOIS,158,NI,2016,05,10,5/10/2016,02:00:00,1
2016.158054,"NARRA A VITIMA QUE NA DATA DO FATO AO LEVANTAR PARA IR PARA O TRABALHO, PERCEBEU QUE SUA BICICLETA QUE ESTAVA NO FUNDO DA SUA RESIDENCIA NÃO ESTAVA MAIS, A VITIMA RELATA QUE 03:30 DA MADRUGADA CHEGOU OUVIR BARULHOS E AO ABRIR A JANELA VIU QUE TINHA UMA BICICLETA VELHA CAÍDA, A MESMA PEGOU A BICICLETA E COLOU PERTO DO SEU MERCADO, E AO AMANHECER O DIA A OUTRA VIZINHA QUE MORA MAIS PARA BAIXO RECONHECEU A BICICLETA QUE ERA SUA E QUE NA VERDADE O INDICIADO ACABOU ROUBANDO DUAS E DEIXANDO A MAIS VELHA PARA TRÁS.",FURTO,CONSUMADO,SINOP,JARDIM BOA ESPERANÇA,RUA,JOAQUIM ALEIXO GAMA,2751,NI,2016,05,11,5/11/2016,05:00:00,1
2016.158275,"RELATA A VITIMA QUE TEM UMA PROPRIEDADE AGRICOLA NO ASSENTAMENTO GELBA MERCEDES 05, QUE A APROXIMADAMENTE UMM ANO E MEIO LHE FURTARAM 01 (UM) MOTOR GERADOR DE ENERGIA, MARCA TOYAMA TC 1200, VÁRIAS VARAS DE PESCAS E VÁRIOS URTENSILIOS DE COZINHA, QUE O FATO, VTORNOU A ACONCTECER NA DATA ACIMA INFORMADA, ONDE LEVARAM 01 (UM) BOTIJÃO DE GAS E NOVAMENTE UTENSILIOS DE CONZINHA, QUE ACREDITA SER UM RAPAZ QUE CONCHECE PELO PRENOME LUIZ, QUE ATUALMENTE ESTÁ MORANDO EM UMA ILHA, DE PROPRIEDADE DA AUTPO ELÉTRICA KAZINSKI, E QUE MUITO PROVAVELMENTE O DONO NÃO SABE DE TAL SITUAÇÃO, QUE OS FURTOS SURGIRAM APÓS A CHEGADA DE CITADO REPAZ, FATO ESTE, MUITO FALADO PELO VIZINHOS DO COMUNICANTE, UMA VEZ QUE LUIZ É CONHECIDO POR PRATICAR PEQUENOS FURTOS EM PROPRIEDADE DA REGIÃO.",FURTO,CONSUMADO,SINOP,ZONA RURAL,ESTRADA,CRIZEIRO DO SUL,NI,NI,2016,05,05,5/5/2016,10:40:00,1
2016.158370,"COMPARECEU NESTA UNIDADE POLICIAL A COMUNICANTE INFORMANDO QUE ESTAVA ANDANDO EM SUA MOTOCICLETA PELAS RUAS DESTA CIDADE, MAS PRECISAMENTE NA AVENIDA JACARANDAS, QUANDO FOI ABORDADA POR DOIS HOMENS EM UMA MOTOCICLETA DE COR PRETA, DE ARMA EM PUNHO, ONDE ANUNCIARAM O ASSALTO E MANDARAM A COMUNICANTE PARAR SUA MOTOCICLETA EM SEGUIDA ROUBARAM SEU TABLET IPAD AIR CELULAR 32GB WIFI 4G MODELO A1475, E SUA CARTEIRA CONTENDO SEU RG E CPF E $100,00 (CEM REAIS) E TOMARAM RUMO IGNORADO, RELATA A VITIMA QUE UM DOS HOMENS É MORENO ESCURO E TRAJA BERMUDA JEANS E CAMISA PRETA.",ROUBO,CONSUMADO,SINOP,JARDIM JACARANDAS,AVENIDA,DOS JACARANDAS,NI,NI,2016,05,10,5/10/2016,21:00:00,1
